price,qty,timestamp,bs,ml,bucket
585.850000,0.000000,1527844252.680600,s,l,201806010910
585.850000,0.066000,1527844311.368800,s,l,201806010911
585.840000,0.180743,1527844311.373300,s,l,201806010911
585.550000,5.000000,1527844311.376200,s,l,201806010911
585.550000,0.595537,1527844311.379100,s,l,201806010911
585.530000,10.068994,1527844311.382500,s,l,201806010911
585.530000,1.000000,1527844311.385400,s,l,201806010911
585.530000,1.440000,1527844311.387700,s,l,201806010911
585.530000,1.000000,1527844311.390000,s,l,201806010911
585.530000,0.500000,1527844311.392200,s,l,201806010911
585.530000,1.000000,1527844311.394400,s,l,201806010911
585.530000,1.000000,1527844311.396600,s,l,201806010911
585.530000,4.896168,1527844311.398800,s,l,201806010911
585.530000,0.277530,1527844311.401400,s,l,201806010911
585.530000,4.826302,1527844311.403700,s,l,201806010911
585.530000,29.000000,1527844311.406000,s,l,201806010911
585.530000,0.055000,1527844311.408300,s,l,201806010911
585.530000,0.945000,1527844311.410500,s,l,201806010911
585.530000,0.020000,1527844311.412700,s,l,201806010911
585.530000,0.020000,1527844311.414900,s,l,201806010911
585.530000,32.495411,1527844311.417200,s,l,201806010911
585.530000,0.066100,1527844312.543800,b,l,201806010911
585.530000,0.368756,1527844343.245300,b,l,201806010912
585.520000,0.250000,1527844353.209400,s,m,201806010912
585.490000,0.600000,1527844394.368300,s,l,201806010913
585.520000,1.062197,1527844394.379500,b,m,201806010913
585.530000,2.937803,1527844394.383700,b,m,201806010913
585.500000,0.110090,1527844410.951100,s,l,201806010913
585.460000,2.176017,1527844465.598000,b,l,201806010914
585.520000,0.887824,1527844468.054500,b,l,201806010914
585.530000,2.891567,1527844468.066000,b,l,201806010914
585.480000,1.450678,1527844477.852400,b,l,201806010914
586.050000,0.967119,1527844536.207100,b,l,201806010915
586.070000,0.425074,1527844536.216300,b,l,201806010915
586.330000,0.421522,1527844536.219400,b,l,201806010915
586.550000,0.580060,1527844536.221900,b,l,201806010915
586.220000,0.426000,1527844543.598100,b,l,201806010915
585.510000,0.120000,1527844560.681600,s,m,201806010916
586.010000,0.644746,1527844595.705800,b,l,201806010916
586.510000,0.229435,1527844595.710600,b,l,201806010916
586.520000,0.232520,1527844595.713200,b,l,201806010916
585.960000,0.389227,1527844597.886000,b,l,201806010916
585.460000,0.000000,1527844615.173800,s,l,201806010916
585.460000,0.138000,1527844615.187000,s,l,201806010916
585.450000,0.625725,1527844615.383400,s,l,201806010916
585.450000,0.644486,1527844615.387400,s,l,201806010916
585.440000,5.000000,1527844615.390800,s,l,201806010916
585.400000,5.000000,1527844615.394000,s,l,201806010916
585.390000,0.160000,1527844615.397300,s,l,201806010916
585.350000,0.159774,1527844615.400300,s,l,201806010916
585.320000,5.000000,1527844615.403100,s,l,201806010916
585.080000,5.455941,1527844615.405800,s,l,201806010916
585.080000,5.990000,1527844615.409200,s,l,201806010916
585.080000,4.298000,1527844615.412300,s,l,201806010916
585.080000,1.301059,1527844615.415300,s,l,201806010916
585.050000,7.698941,1527844615.418700,s,l,201806010916
585.050000,10.059000,1527844615.421900,s,l,201806010916
585.050000,44.036200,1527844615.425000,s,l,201806010916
585.050000,67.183859,1527844615.428300,s,l,201806010916
585.050000,5.990000,1527844615.431500,s,l,201806010916
585.000000,31.259015,1527844615.434700,s,l,201806010916
585.990000,0.021578,1527844619.031900,s,l,201806010916
585.630000,0.000000,1527844657.730700,s,m,201806010917
585.630000,0.001000,1527844657.743600,s,m,201806010917
586.280000,0.001000,1527844699.393600,b,m,201806010918
586.280000,0.000000,1527844699.410400,b,m,201806010918
586.260000,0.085000,1527844711.524500,b,l,201806010918
586.110000,0.401497,1527844755.873900,b,m,201806010919
586.150000,0.598503,1527844755.938800,b,m,201806010919
586.270000,0.050050,1527844836.482000,b,l,201806010920
586.220000,0.267665,1527844865.107300,b,m,201806010921
586.480000,0.023000,1527844865.132800,b,m,201806010921
586.490000,0.029000,1527844865.135600,b,m,201806010921
586.500000,1.292156,1527844865.139100,b,m,201806010921
586.500000,0.002064,1527844865.141800,b,m,201806010921
586.520000,0.033000,1527844865.144700,b,m,201806010921
586.530000,0.407813,1527844865.147300,b,m,201806010921
586.540000,0.306590,1527844865.149900,b,m,201806010921
586.700000,0.028000,1527844865.152500,b,m,201806010921
586.710000,0.021000,1527844865.155200,b,m,201806010921
586.750000,7.589713,1527844865.158500,b,m,201806010921
586.320000,0.041535,1527844930.438100,b,l,201806010922
586.700000,0.021000,1527844934.883500,b,l,201806010922
586.700000,0.535116,1527844934.893800,b,l,201806010922
586.700000,0.000214,1527844934.896300,b,l,201806010922
586.700000,0.000000,1527844934.898800,b,l,201806010922
586.710000,0.026000,1527844934.901600,b,l,201806010922
586.720000,0.033000,1527844934.904100,b,l,201806010922
586.720000,0.032166,1527844934.907300,b,l,201806010922
586.730000,0.028000,1527844936.589300,b,l,201806010922
586.750000,6.962000,1527844936.596100,b,l,201806010922
586.750000,5.000000,1527844937.234500,b,m,201806010922
586.750000,6.990000,1527844939.226900,b,l,201806010922
586.900000,1.134000,1527844944.466700,b,l,201806010922
586.910000,0.029000,1527844944.470100,b,l,201806010922
586.940000,0.024000,1527844944.472800,b,l,201806010922
586.970000,0.031000,1527844944.475300,b,l,201806010922
586.980000,5.772000,1527844944.477800,b,l,201806010922
586.980000,0.173913,1527844944.804900,b,l,201806010922
586.980000,0.173611,1527844944.810400,b,l,201806010922
586.980000,0.173310,1527844944.814400,b,l,201806010922
586.980000,0.173010,1527844944.818700,b,l,201806010922
586.980000,0.174216,1527844944.823800,b,l,201806010922
586.980000,0.172712,1527844944.827800,b,l,201806010922
586.980000,0.172414,1527844944.831400,b,l,201806010922
586.980000,0.172117,1527844944.835000,b,l,201806010922
586.980000,0.171821,1527844944.838400,b,l,201806010922
586.980000,0.171527,1527844944.841700,b,l,201806010922
586.980000,0.171233,1527844944.845400,b,l,201806010922
586.980000,0.144409,1527844944.848800,b,l,201806010922
587.010000,1.000000,1527844975.908200,b,m,201806010922
586.960000,0.029000,1527844982.741300,b,l,201806010923
587.070000,0.021050,1527844982.751400,b,l,201806010923
586.910000,2.500000,1527844993.159200,b,m,201806010923
586.900000,0.219480,1527845031.574400,s,l,201806010923
587.060000,0.000000,1527845091.574400,s,m,201806010924
587.060000,0.000000,1527845151.574400,s,m,201806010925
587.060000,0.490767,1527845210.701300,s,m,201806010926
587.060000,0.659128,1527845210.706300,s,m,201806010926
586.720000,1.036862,1527845210.708800,s,m,201806010926
586.670000,0.983243,1527845210.712100,s,m,201806010926
587.070000,0.007950,1527845211.454400,b,m,201806010926
587.070000,1.992050,1527845211.458000,b,m,201806010926
586.670000,0.000000,1527845212.246200,s,l,201806010926
586.670000,0.116757,1527845212.251300,s,l,201806010926
586.210000,0.658300,1527845214.066700,s,m,201806010926
